id,isolate,aliases,country,continent,region,year,source,NCBI_BioProject,comments,sender,curator,date_entered,datestamp,FKS,LEU2,NMT1,TRP1,UGP1,URA3,ST (MLST)
639,CAS09-0832,,USA,North America,Atlanta,2009,blood,,,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
640,CAS09-0854,,USA,North America,Atlanta,2009,blood,,,24,4,2019-07-02,2019-07-02,7,5,6,12,1,8,22
641,CAS98-0023,,USA,North America,Baltimore,1998,unknown,,,24,4,2019-07-02,2019-07-02,8,5,3,5,1,1,15
642,CAS98-0033,,USA,North America,Baltimore,1998,unknown,,,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
643,CAS98-0074,,USA,North America,Baltimore,1998,unknown,,,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
644,CAS98-0111,,USA,North America,Baltimore,1998,unknown,,,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
645,CAS98-0127,,USA,North America,Baltimore,1998,unknown,,,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
646,CAS98-0207,,USA,North America,Baltimore,1998,unknown,,,24,4,2019-07-02,2019-07-02,8,5,3,5,1,1,15
647,CAS99-0026,,USA,North America,Baltimore,1999,unknown,,,24,4,2019-07-02,2019-07-02,7,9,26,17,9,2,45
648,CAS99-0041,,USA,North America,Baltimore,1999,unknown,,,24,4,2019-07-02,2019-07-02,2,5,7,5,1,2,6
649,CAS99-0087,,USA,North America,Baltimore,1999,unknown,,,24,4,2019-07-02,2019-07-02,8,4,3,5,1,2,10
650,CAS99-0093,,USA,North America,Baltimore,1999,unknown,,,24,4,2019-07-02,2019-07-02,1,2,2,1,2,1,8
651,CAS99-0115,,USA,North America,Baltimore,1999,unknown,,,24,4,2019-07-02,2019-07-02,1,2,37,1,2,1,77
652,CAS99-0121,,USA,North America,Baltimore,1999,unknown,,,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
653,CAS99-0183,,USA,North America,Baltimore,1999,unknown,,,24,4,2019-07-02,2019-07-02,1,2,2,1,2,1,8
654,CAS99-0190,,USA,North America,Baltimore,1999,unknown,,,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
655,CAS99-0233,,USA,North America,Baltimore,1999,unknown,,,24,4,2019-07-02,2019-07-02,8,5,3,5,1,1,15
656,CAS99-0236,,USA,North America,Baltimore,1999,unknown,,,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
657,CAS99-0240,,USA,North America,Baltimore,1999,unknown,,,24,4,2019-07-02,2019-07-02,1,2,2,1,2,1,8
658,CAS99-0248,,USA,North America,Baltimore,1999,unknown,,,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
659,CAS99-0263,,USA,North America,Baltimore,1999,unknown,,,24,4,2019-07-02,2019-07-02,8,4,3,5,1,2,10
660,CAS99-0322,,USA,North America,Baltimore,1999,unknown,,,24,4,2019-07-02,2019-07-02,8,4,3,5,1,2,10
661,CAS99-0336,,USA,North America,Baltimore,1999,unknown,,,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
662,CAS99-0351,,USA,North America,Baltimore,1999,unknown,,,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
663,CAS99-0414,,USA,North America,Baltimore,1999,unknown,,,24,4,2019-07-02,2019-07-02,1,2,2,1,1,1,2
664,CAS99-0437,,USA,North America,Baltimore,1999,unknown,,,24,4,2019-07-02,2019-07-02,26,4,38,24,14,22,78
665,CAS99-0465,,USA,North America,Baltimore,1999,unknown,,,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
666,CAS99-0483,,USA,North America,Baltimore,1999,unknown,,,24,4,2019-07-02,2019-07-02,8,4,3,5,1,2,10
667,CAS99-0493,,USA,North America,Baltimore,1999,unknown,,,24,4,2019-07-02,2019-07-02,7,4,3,4,1,3,18
668,CAS99-0539,,USA,North America,Baltimore,1999,unknown,,,24,4,2019-07-02,2019-07-02,8,5,3,5,1,1,15
669,MAS92-0002,,USA,North America,San Francisco,1992,unknown,,,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
670,MAS92-0003,,USA,North America,San Francisco,1992,unknown,,,24,4,2019-07-02,2019-07-02,1,2,2,1,1,1,2
671,MAS92-0035,,USA,North America,San Francisco,1992,unknown,,,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
672,MAS92-0115,,USA,North America,Atlanta,1992,unknown,,,24,4,2019-07-02,2019-07-02,8,5,3,5,1,1,15
673,MAS92-0125,,USA,North America,San Francisco,1992,unknown,,,24,4,2019-07-02,2019-07-02,8,4,3,5,1,2,10
674,MAS92-0133,,USA,North America,Atlanta,1992,unknown,,,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
675,MAS92-0185,,USA,North America,Atlanta,1992,unknown,,,24,4,2019-07-02,2019-07-02,8,5,3,5,1,1,15
676,MAS92-0196,,USA,North America,San Francisco,1992,unknown,,,24,4,2019-07-02,2019-07-02,8,5,3,5,1,1,15
677,MAS92-0262,,USA,North America,San Francisco,1992,unknown,,,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
678,MAS92-0269,,USA,North America,Atlanta,1992,unknown,,,24,4,2019-07-02,2019-07-02,1,2,2,1,2,1,8
679,MAS92-0274,,USA,North America,Atlanta,1992,unknown,,,24,4,2019-07-02,2019-07-02,1,2,2,1,2,1,8
680,MAS92-0305,,USA,North America,Atlanta,1992,unknown,,,24,4,2019-07-02,2019-07-02,7,7,11,10,5,9,16
681,MAS92-0360,,USA,North America,San Francisco,1992,unknown,,,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
682,MAS92-0422,,USA,North America,Atlanta,1992,unknown,,,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
683,MAS92-0425,,USA,North America,Atlanta,1992,unknown,,,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
684,MAS92-0440,,USA,North America,Atlanta,1992,unknown,,,24,4,2019-07-02,2019-07-02,9,9,10,4,3,2,24
685,MAS92-0547,,USA,North America,Atlanta,1992,unknown,,,24,4,2019-07-02,2019-07-02,1,2,2,1,2,1,8
686,MAS92-0586,,USA,North America,San Francisco,1992,unknown,,,24,4,2019-07-02,2019-07-02,3,4,4,3,3,4,7
687,MAS92-0589,,USA,North America,San Francisco,1992,unknown,,,24,4,2019-07-02,2019-07-02,2,5,7,5,1,2,6
688,MAS92-0590,,USA,North America,San Francisco,1992,unknown,,,24,4,2019-07-02,2019-07-02,1,2,2,1,2,1,8
689,MAS92-0609,,USA,North America,San Francisco,1992,unknown,,,24,4,2019-07-02,2019-07-02,3,4,4,3,3,4,7
690,MAS92-0613,,USA,North America,San Francisco,1992,unknown,,,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
691,MAS92-0633,,USA,North America,San Francisco,1992,unknown,,,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
692,MAS92-0646,,USA,North America,Atlanta,1992,unknown,,,24,4,2019-07-02,2019-07-02,1,2,2,1,2,1,8
693,MAS92-0747,,USA,North America,San Francisco,1992,unknown,,,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
694,MAS92-0751,,USA,North America,San Francisco,1992,unknown,,,24,4,2019-07-02,2019-07-02,8,5,3,5,1,1,15
695,MAS92-0823,,USA,North America,San Francisco,1992,unknown,,,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
696,MAS92-0838,,USA,North America,San Francisco,1992,unknown,,,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
697,MAS92-0849,,USA,North America,San Francisco,1992,unknown,,,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
698,MAS93-0023,,USA,North America,San Francisco,1993,unknown,,,24,4,2019-07-02,2019-07-02,21,9,14,18,6,1,47
699,MAS93-0038,,USA,North America,Atlanta,1993,unknown,,,24,4,2019-07-02,2019-07-02,8,5,3,5,1,1,15
700,MAS93-0094,,USA,North America,Atlanta,1993,unknown,,,24,4,2019-07-02,2019-07-02,8,5,3,5,1,1,15
701,MAS93-0101,,USA,North America,San Francisco,1993,unknown,,,24,4,2019-07-02,2019-07-02,3,4,4,3,3,4,7
702,MAS93-0133,,USA,North America,San Francisco,1993,unknown,,,24,4,2019-07-02,2019-07-02,7,5,6,12,1,8,22
703,MAS93-0147,,USA,North America,San Francisco,1993,unknown,,,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
704,MAS93-0161,,USA,North America,San Francisco,1993,unknown,,,24,4,2019-07-02,2019-07-02,8,5,3,5,1,1,15
705,MAS93-0177,,USA,North America,Atlanta,1993,unknown,,,24,4,2019-07-02,2019-07-02,8,5,3,5,1,1,15
706,MAS93-0202,,USA,North America,San Francisco,1993,unknown,,,24,4,2019-07-02,2019-07-02,8,4,3,5,1,2,10
707,MAS93-0347,,USA,North America,San Francisco,1993,unknown,,,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
708,MAS93-0359,,USA,North America,San Francisco,1993,unknown,,,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
709,MAS93-0381,,USA,North America,Atlanta,1993,unknown,,,24,4,2019-07-02,2019-07-02,8,4,3,5,1,2,10
710,MAS93-0412,,USA,North America,San Francisco,1993,unknown,,,24,4,2019-07-02,2019-07-02,1,2,2,1,1,1,2
711,MAS93-0423,,USA,North America,San Francisco,1993,unknown,,,24,4,2019-07-02,2019-07-02,8,4,3,5,1,2,10
712,MAS93-0443,,USA,North America,Atlanta,1993,unknown,,,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
713,MAS93-0500,,USA,North America,Atlanta,1993,unknown,,,24,4,2019-07-02,2019-07-02,8,5,13,9,3,1,17
714,MAS93-0528,,USA,North America,Atlanta,1993,unknown,,,24,4,2019-07-02,2019-07-02,9,9,10,4,3,2,24
715,MAS93-0586,,USA,North America,San Francisco,1993,unknown,,,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
716,MAS93-0631,,USA,North America,San Francisco,1993,unknown,,,24,4,2019-07-02,2019-07-02,1,2,2,1,1,1,2
717,MAS93-0633,,USA,North America,San Francisco,1993,unknown,,,24,4,2019-07-02,2019-07-02,8,4,3,5,1,2,10
718,MAS93-0634,,USA,North America,San Francisco,1993,unknown,,,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
719,MAS93-0735,,USA,North America,Atlanta,1993,unknown,,,24,4,2019-07-02,2019-07-02,10,14,12,11,3,2,76
720,MAS93-0752,,USA,North America,Atlanta,1993,unknown,,,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
721,MAS93-0816,,USA,North America,San Francisco,1993,unknown,,,24,4,2019-07-02,2019-07-02,3,4,4,3,3,4,7
722,MAS93-0886,,USA,North America,Atlanta,1993,unknown,,,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
723,MAS93-0889,,USA,North America,Atlanta,1993,unknown,,,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
724,MAS93-0915,,USA,North America,San Francisco,1993,unknown,,,24,4,2019-07-02,2019-07-02,3,4,4,3,3,4,7
725,MAS93-0986,,USA,North America,Atlanta,1993,unknown,,,24,4,2019-07-02,2019-07-02,10,5,19,19,1,17,43
726,MAS93-1007,,USA,North America,San Francisco,1993,unknown,,,24,4,2019-07-02,2019-07-02,7,5,6,12,1,8,22
727,MAS93-1059,,USA,North America,Atlanta,1993,unknown,,,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
728,MAS93-1061,,USA,North America,Atlanta,1993,unknown,,,24,4,2019-07-02,2019-07-02,7,5,6,12,1,8,22
729,MAS93-1062,,USA,North America,Atlanta,1993,unknown,,,24,4,2019-07-02,2019-07-02,5,7,8,7,3,6,3
730,MAS93-1068,,USA,North America,San Francisco,1993,unknown,,,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
731,MAS93-1080,,USA,North America,San Francisco,1993,unknown,,,24,4,2019-07-02,2019-07-02,3,4,4,3,3,4,7
732,MAS93-1083,,USA,North America,San Francisco,1993,unknown,,,24,4,2019-07-02,2019-07-02,6,6,5,2,3,4,19
733,6SA,,Iran,Asia,,2009,blood,,,3,4,2018-11-14,2018-11-14,5,7,8,7,3,6,3
734,10SA,,Iran,Asia,,2009,urine,,,3,4,2018-11-14,2018-11-14,5,7,8,7,3,6,3
735,33SA,,Iran,Asia,,2009,vaginal swab,,,3,4,2018-11-14,2018-11-14,5,7,8,7,3,6,3
736,41SA,,Iran,Asia,,2009,urine,,,3,4,2018-11-14,2018-11-14,5,7,8,7,3,6,3
737,8SA,,Iran,Asia,,2009,blood,,,3,4,2018-11-14,2018-11-14,3,4,4,3,3,4,7
738,21SA,,Iran,Asia,,2015,faeces,,,3,4,2018-11-14,2018-11-14,3,4,4,3,3,4,7
739,30SA,,Iran,Asia,,2009,blood,,,3,4,2018-11-14,2018-11-14,3,4,4,3,3,4,7
740,32SA,,Iran,Asia,,2009,urine,,,3,4,2018-11-14,2018-11-14,3,4,4,3,3,4,7
741,36SA,,Iran,Asia,,2009,urine,,,3,4,2018-11-14,2018-11-14,3,4,4,3,3,4,7
742,38SA,,Iran,Asia,,2009,urine,,,3,4,2018-11-14,2018-11-14,3,4,4,3,3,4,7
743,44SA,,Iran,Asia,,2009,bronchoalveolar lavage,,,3,4,2018-11-14,2018-11-14,3,4,4,3,3,4,7
744,49SA,,Iran,Asia,,2015,blood,,,3,4,2018-11-14,2018-11-14,8,5,3,5,1,1,15
745,31SA,,Iran,Asia,,2009,urine,,,3,4,2018-11-14,2018-11-14,7,5,6,12,1,8,22
746,1SA,,Iran,Asia,,2010,throat swab,,,3,4,2018-11-14,2018-11-14,20,13,22,9,3,2,46
747,3SA,,Iran,Asia,,2010,other,,collected from toenail,3,4,2018-11-14,2018-11-14,20,13,22,9,3,2,46
748,5SA,,Iran,Asia,,2011,vaginal swab,,,3,4,2018-11-14,2018-11-14,20,13,22,9,3,2,46
749,24SA,,Iran,Asia,,2009,blood,,,3,4,2018-11-14,2018-11-14,3,12,22,2,3,4,56
750,25SA,,Iran,Asia,,2009,blood,,,3,4,2018-11-14,2018-11-14,3,12,22,2,3,4,56
751,26SA,,Iran,Asia,,2009,blood,,,3,4,2018-11-14,2018-11-14,3,12,22,2,3,4,56
752,37SA,,Iran,Asia,,2009,urine,,,3,4,2018-11-14,2018-11-14,3,12,22,2,3,4,56
753,50SA,,Iran,Asia,,2009,blood,,,3,4,2018-11-14,2018-11-14,3,12,22,2,3,4,56
754,2SA,,Iran,Asia,,2010,vaginal swab,,,3,4,2018-11-14,2018-11-14,7,13,17,9,3,19,59
755,7SA,,Iran,Asia,,2009,blood,,,3,4,2018-11-14,2018-11-14,7,13,17,9,3,19,59
756,11SA,,Iran,Asia,,2009,urine,,,3,4,2018-11-14,2018-11-14,7,13,17,9,3,19,59
757,12SA,,Iran,Asia,,2009,blood,,,3,4,2018-11-14,2018-11-14,7,13,17,9,3,19,59
758,14SA,,Iran,Asia,,2009,blood,,,3,4,2018-11-14,2018-11-14,7,13,17,9,3,19,59
759,16SA,,Iran,Asia,,2009,blood,,,3,4,2018-11-14,2018-11-14,7,13,17,9,3,19,59
760,17SA,,Iran,Asia,,2009,blood,,,3,4,2018-11-14,2018-11-14,7,13,17,9,3,19,59
761,20SA,,Iran,Asia,,2015,urine,,,3,4,2018-11-14,2018-11-14,7,13,17,9,3,19,59
762,22SA,,Iran,Asia,,2009,sputum,,,3,4,2018-11-14,2018-11-14,7,13,17,9,3,19,59
763,47SA,,Iran,Asia,,2009,throat swab,,,3,4,2018-11-14,2018-11-14,7,13,17,9,3,19,59
764,MB_1,,Spain,Europe,Madrid,2014,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,2,5,7,5,1,2,6
765,MB_2,,Spain,Europe,Madrid,2016,blood,,Msh2 isoform: A313V,30,4,2018-11-16,2018-11-16,2,5,7,5,1,2,6
766,MB_3,,Spain,Europe,Madrid,2013,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,2,5,7,5,1,2,6
767,MB_4,,Spain,Europe,Madrid,2013,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,2,5,7,5,1,2,6
768,MB_5,,Spain,Europe,Madrid,2008,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,2,5,7,5,1,2,6
769,MB_6,,Spain,Europe,Madrid,2011,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,2,5,7,5,1,2,6
770,MB_7,,Spain,Europe,Madrid,2012,blood,,Msh2 isoform: P208S/N890I,30,4,2018-11-16,2018-11-16,8,4,3,5,1,2,10
771,MB_8,,Spain,Europe,Madrid,2016,blood,,Msh2 isoform: P208S/N890I,30,4,2018-11-16,2018-11-16,8,4,3,5,1,2,10
772,MB_9,,Spain,Europe,Madrid,2009,blood,,Msh2 isoform: P208S/N890I,30,4,2018-11-16,2018-11-16,8,4,3,5,1,2,10
773,MB_10,,Spain,Europe,Madrid,2009,blood,,Msh2 isoform: P208S/N890I,30,4,2018-11-16,2018-11-16,8,5,3,5,1,2,145
774,MB_11,,Spain,Europe,Madrid,2011,blood,,Msh2 isoform: P208S/N890I,30,4,2018-11-16,2018-11-16,8,5,3,5,1,2,145
775,MB_12,,Spain,Europe,Madrid,2014,blood,,Msh2 isoform: P208S/N890I,30,4,2018-11-16,2018-11-16,8,4,3,5,1,2,10
776,MB_13,,Spain,Europe,Madrid,2014,blood,,Msh2 isoform: N890I,30,4,2018-11-16,2018-11-16,8,5,3,5,1,2,145
777,MB_14,,Spain,Europe,Madrid,2015,blood,,Msh2 isoform: P208S/N890I,30,4,2018-11-16,2018-11-16,8,4,3,5,1,2,10
778,MB_15,,Spain,Europe,Madrid,2016,blood,,Msh2 isoform: P208S/N890I,30,4,2018-11-16,2018-11-16,8,4,3,5,1,2,10
779,MB_16,,Spain,Europe,Madrid,2016,blood,,Msh2 isoform: P208S/N890I,30,4,2018-11-16,2018-11-16,8,4,3,5,1,2,10
780,MB_17,,Spain,Europe,Madrid,2012,blood,,Msh2 isoform: E459K,30,4,2018-11-16,2018-11-16,51,24,49,7,51,6,146
781,MB_18,,Spain,Europe,Madrid,2012,blood,,Msh2 isoform: E459K,30,4,2018-11-16,2018-11-16,51,24,49,30,51,6,147
782,MB_19,,Spain,Europe,Madrid,2009,blood,,Msh2 isoform: E459K,30,4,2018-11-16,2018-11-16,51,24,49,30,51,6,147
783,MB_20,,Spain,Europe,Madrid,2008,blood,,Msh2 isoform: E456D,30,4,2018-11-16,2018-11-16,7,5,6,12,1,8,22
784,MB_21,,Spain,Europe,Madrid,2011,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,8,5,3,5,1,1,15
785,MB_22,,Spain,Europe,Madrid,2013,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,8,5,3,5,1,1,15
786,MB_23,,Spain,Europe,Madrid,2009,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,7,4,3,4,1,8,26
787,MB_24,,Spain,Europe,Madrid,2007,blood,,Msh2 isoform: V239L,30,4,2018-11-16,2018-11-16,14,6,9,15,8,14,34
788,MB_25,,Spain,Europe,Madrid,2008,blood,,Msh2 isoform: V239L,30,4,2018-11-16,2018-11-16,14,6,9,15,8,14,34
789,MB_26,,Spain,Europe,Madrid,2011,blood,,Msh2 isoform: V239L,30,4,2018-11-16,2018-11-16,14,6,9,15,8,14,34
790,MB_27,,Spain,Europe,Madrid,2013,blood,,Msh2 isoform: V239L,30,4,2018-11-16,2018-11-16,14,6,9,15,8,14,34
791,MB_28,,Spain,Europe,Madrid,2014,blood,,Msh2 isoform: V239L,30,4,2018-11-16,2018-11-16,14,6,9,15,8,14,34
792,MB_29,,Spain,Europe,Madrid,2014,blood,,Msh2 isoform: V239L,30,4,2018-11-16,2018-11-16,14,6,9,15,8,14,34
793,MB_30,,Spain,Europe,Madrid,2015,blood,,Msh2 isoform: V239L,30,4,2018-11-16,2018-11-16,14,6,9,15,8,14,34
794,MB_31,,Spain,Europe,Madrid,2012,blood,,Msh2 isoform: V239L,30,4,2018-11-16,2018-11-16,14,6,9,15,8,14,34
795,MB_32,,Spain,Europe,Madrid,2010,blood,,Msh2 isoform: V239L,30,4,2018-11-16,2018-11-16,5,7,8,7,3,6,3
796,MB_33,,Spain,Europe,Madrid,2015,blood,,Msh2 isoform: L810H,30,4,2018-11-16,2018-11-16,3,9,26,4,17,4,148
797,MB_34,,Spain,Europe,Madrid,2007,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,7,25,51,7,51,4,149
798,MB_35,,Spain,Europe,Madrid,2011,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,7,25,51,7,51,4,149
799,MB_36,,Spain,Europe,Madrid,2015,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,7,25,51,7,51,4,149
800,MB_37,,Spain,Europe,Madrid,2014,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,7,25,51,30,51,4,150
801,MB_38,,Spain,Europe,Madrid,2011,blood,,Msh2 isoform: V239L/A942T,30,4,2018-11-16,2018-11-16,1,2,2,1,2,1,8
802,MB_39,,Spain,Europe,Madrid,2011,blood,,Msh2 isoform: V239L/A942T,30,4,2018-11-16,2018-11-16,1,2,2,1,2,1,8
812,MB_49,,Spain,Europe,Madrid,2011,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,5,7,8,7,3,6,3
813,MB_50,,Spain,Europe,Madrid,2012,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,5,7,8,7,3,6,3
814,MB_51,,Spain,Europe,Madrid,2014,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,5,7,8,7,3,6,3
815,MB_52,,Spain,Europe,Madrid,2015,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,5,7,8,7,3,6,3
816,MB_53,,Spain,Europe,Madrid,2007,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,5,7,8,7,3,6,3
817,MB_54,,Spain,Europe,Madrid,2007,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,5,7,8,7,3,6,3
818,MB_55,,Spain,Europe,Madrid,2007,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,5,7,8,7,3,6,3
819,MB_56,,Spain,Europe,Madrid,2007,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,5,7,8,7,3,6,3
820,MB_57,,Spain,Europe,Madrid,2007,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,5,7,8,7,3,6,3
821,MB_58,,Spain,Europe,Madrid,2007,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,5,7,8,7,3,6,3
822,MB_59,,Spain,Europe,Madrid,2008,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,5,7,8,7,3,6,3
823,MB_60,,Spain,Europe,Madrid,2008,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,5,7,8,7,3,6,3
824,MB_61,,Spain,Europe,Madrid,2008,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,5,7,8,7,3,6,3
825,MB_62,,Spain,Europe,Madrid,2009,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,5,7,8,7,3,6,3
826,MB_63,,Spain,Europe,Madrid,2009,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,5,7,8,7,3,6,3
827,MB_64,,Spain,Europe,Madrid,2009,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,5,7,8,7,3,6,3
828,MB_65,,Spain,Europe,Madrid,2010,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,5,7,8,7,3,6,3
829,MB_66,,Spain,Europe,Madrid,2010,blood,,Msh2 isoform: E7K,30,4,2018-11-16,2018-11-16,5,7,8,7,3,6,3
830,MB_67,,Spain,Europe,Madrid,2011,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,5,7,8,7,3,6,3
831,MB_68,,Spain,Europe,Madrid,2011,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,5,7,8,7,3,6,3
832,MB_69,,Spain,Europe,Madrid,2015,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,5,7,8,7,3,6,3
833,MB_70,,Spain,Europe,Madrid,2015,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,5,7,8,7,3,6,3
834,MB_71,,Spain,Europe,Madrid,2015,blood,,Msh2 isoform: L588V,30,4,2018-11-16,2018-11-16,5,7,8,7,3,6,3
835,MB_72,,Spain,Europe,Madrid,2015,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,5,7,8,7,3,6,3
836,MB_73,,Spain,Europe,Madrid,2016,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,5,7,8,7,3,6,3
837,MB_74,,Spain,Europe,Madrid,2016,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,5,7,8,7,3,6,3
838,MB_75,,Spain,Europe,Madrid,2009,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,5,7,8,7,3,6,3
839,MB_76,,Spain,Europe,Madrid,2010,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,5,7,8,7,3,6,3
840,MB_77,,Spain,Europe,Madrid,2012,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,5,7,8,7,3,6,3
841,MB_78,,Spain,Europe,Madrid,2007,blood,,Msh2 isoform: V239L,30,4,2018-11-16,2018-11-16,3,4,4,3,3,4,7
842,MB_79,,Spain,Europe,Madrid,2010,blood,,Msh2 isoform: V239L,30,4,2018-11-16,2018-11-16,3,4,4,3,3,4,7
843,MB_80,,Spain,Europe,Madrid,2009,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,6,6,5,2,3,4,19
844,MB_81,,Spain,Europe,Madrid,2015,blood,,Msh2 isoform: WT,30,4,2018-11-16,2018-11-16,6,6,5,2,3,4,19
845,Kw280/06,,Kuwait,Asia,,2006,vaginal swab,,,4,4,2018-11-27,2018-11-27,3,4,4,5,3,4,151
846,Kw861/13,,Kuwait,Asia,,2013,other,,,4,4,2018-11-27,2018-11-27,5,7,8,5,3,6,152
847,Kw96/15,,Kuwait,Asia,,2015,urine,,,4,4,2018-11-27,2018-11-27,20,13,22,9,3,2,46
848,Kw1856/15,,Kuwait,Asia,,2015,urine,,,4,4,2018-11-27,2018-11-27,20,13,22,9,3,2,46
849,Kw2516/15,,Kuwait,Asia,,2015,urine,,,4,4,2018-11-27,2018-11-27,3,6,22,5,3,9,153
850,Kw2813/15,,Kuwait,Asia,,2015,urine,,,4,4,2018-11-27,2018-11-27,7,13,17,5,3,19,154
851,Kw3148/07,,Kuwait,Asia,,2007,sputum,,,33,4,2019-01-05,2019-01-05,28,9,5,8,14,9,155
852,Kw600/09,,Kuwait,Asia,,2009,other,,skin swab,33,4,2019-01-05,2019-01-05,7,26,6,12,18,8,156
853,Kw3368/09,,Kuwait,Asia,,2009,urine,,,33,4,2019-01-05,2019-01-05,3,4,1,3,3,23,157
854,Kw796/08,,Kuwait,Asia,,2008,other,,bedsore swab,33,4,2019-01-05,2019-01-05,8,4,3,8,1,2,158
855,Kw123/08,,Kuwait,Asia,,2008,sputum,,,33,4,2019-01-05,2019-01-05,51,7,50,9,50,9,159
856,Kw3025/09,,Kuwait,Asia,,2009,urine,,,33,4,2019-01-05,2019-01-05,3,6,5,9,1,2,160
857,Kw1073/10,,Kuwait,Asia,,2010,urine,,,33,4,2019-01-05,2019-01-05,7,16,17,3,13,2,161
